Date,Open,High,Low,Close,Adj Close,Volume
2016-02-12,144.000000,146.589996,138.440002,145.690002,138.187088,22277665
2016-02-15,147.039993,152.360001,147.029999,150.679993,142.920090,18884615
2016-02-16,151.690002,151.860001,146.199997,146.770004,139.211472,16563985
2016-02-17,146.580002,146.580002,140.240005,144.070007,136.650528,26398540
2016-02-18,145.600006,147.179993,141.279999,142.850006,135.493347,16055755
2016-02-19,142.199997,144.720001,141.710007,142.509995,135.170837,11826110
2016-02-22,143.199997,144.100006,141.839996,142.550003,135.208786,8648975
2016-02-23,142.500000,143.449997,136.240005,137.270004,130.200699,21500155
2016-02-24,136.770004,140.750000,134.410004,138.130005,131.016434,20841410
2016-02-25,138.960007,139.009995,133.320007,134.100006,127.193954,22305795
2016-02-26,136.460007,138.399994,133.779999,137.309998,130.238632,20627085
2016-02-29,137.589996,140.800003,132.669998,137.800003,130.703415,24929325
2016-03-01,139.360001,144.360001,138.190002,143.880005,136.470306,20408715
2016-03-02,146.199997,152.350006,146.100006,151.050003,143.271057,26665300
2016-03-03,151.800003,152.000000,148.220001,151.529999,143.726334,20116495
2016-03-04,151.199997,153.899994,149.050003,151.809998,143.991913,19092795
2016-03-08,153.800003,153.910004,150.320007,151.910004,144.086777,21291635
2016-03-09,151.000000,158.679993,150.259995,158.119995,149.976929,30298510
2016-03-10,158.800003,160.190002,156.899994,158.279999,150.128708,18269590
2016-03-11,157.399994,160.960007,157.119995,160.119995,151.873947,20752680
2016-03-14,161.000000,162.000000,159.399994,160.399994,152.139526,12531405
2016-03-15,160.199997,163.399994,159.410004,162.190002,153.837341,18064305
2016-03-16,161.399994,163.100006,159.100006,160.880005,152.594833,16745200
2016-03-17,162.220001,163.759995,158.600006,159.910004,151.674789,15460550
2016-03-18,160.199997,163.500000,159.149994,162.850006,154.463379,13220715
2016-03-21,163.600006,166.899994,162.550003,166.369995,157.802078,17150930
2016-03-22,166.199997,167.550003,164.529999,166.440002,157.868469,13091505
2016-03-23,166.000000,170.369995,165.289993,169.850006,161.102875,20967780
2016-03-28,168.630005,171.979996,167.100006,168.449997,159.774948,17251110
2016-03-29,168.199997,170.880005,167.199997,169.270004,160.552734,9845555
2016-03-30,170.699997,174.000000,169.710007,173.259995,164.337250,13545105
2016-03-31,172.500000,175.000000,171.710007,173.009995,164.100113,31232455
2016-04-01,172.600006,173.100006,170.479996,171.119995,162.307449,14136725
2016-04-04,171.179993,173.979996,171.000000,173.589996,164.650253,16196910
2016-04-05,172.000000,173.020004,165.300003,165.839996,157.299377,22500685
2016-04-06,167.000000,168.429993,165.649994,166.809998,158.219421,16484090
2016-04-07,167.789993,168.800003,166.199997,167.100006,158.494492,9215225
2016-04-08,167.399994,170.699997,166.639999,169.880005,161.131317,11833340
2016-04-11,170.600006,172.490005,169.570007,171.929993,163.075745,9609845
2016-04-12,171.960007,173.660004,170.639999,171.860001,163.009354,8861115
2016-04-13,173.419998,175.000000,173.149994,174.029999,165.067581,8343925
2016-04-18,172.399994,179.399994,172.220001,178.710007,169.506577,19491185
2016-04-20,178.940002,178.940002,175.399994,176.380005,167.296555,15352350
2016-04-21,177.679993,179.649994,175.320007,176.270004,167.192245,14804655
2016-04-22,176.000000,177.580002,174.529999,175.149994,166.129929,9580800
2016-04-25,175.419998,177.100006,174.229996,175.729996,166.680054,7570435
2016-04-26,176.000000,182.960007,175.119995,182.139999,172.759933,16571225
2016-04-27,183.000000,184.600006,179.600006,183.100006,173.670502,51044735
2016-04-28,183.270004,190.339996,183.199997,189.110001,179.371002,66735715
2016-04-29,189.600006,190.490005,185.740005,188.589996,178.877762,21534815
2016-05-02,189.580002,191.520004,188.300003,188.990005,179.257187,19933955
2016-05-03,189.300003,190.360001,185.600006,186.240005,176.648788,14613445
2016-05-04,186.199997,186.779999,182.880005,183.520004,174.068878,24070805
2016-05-05,183.800003,186.639999,181.130005,182.429993,173.035004,33803715
2016-05-06,181.800003,183.979996,181.179993,182.039993,172.665085,11919815
2016-05-09,182.960007,189.600006,182.679993,189.240005,179.494293,23103750
2016-05-10,189.800003,190.580002,187.619995,189.949997,180.167725,16215080
2016-05-11,187.250000,192.479996,185.600006,191.270004,181.419754,22916480
2016-05-12,191.199997,193.479996,190.020004,191.009995,181.173141,13195830
2016-05-13,191.210007,192.179993,188.820007,190.110001,180.319504,15825760
2016-05-16,190.589996,197.419998,189.039993,196.059998,185.963058,26057460
2016-05-17,197.740005,199.970001,193.539993,193.990005,183.999680,32223600
2016-05-18,193.279999,195.529999,192.570007,194.250000,184.246277,14691410
2016-05-19,194.339996,197.399994,192.899994,193.380005,183.421097,15444495
2016-05-20,194.979996,196.300003,192.899994,195.539993,185.469849,13374215
2016-05-23,196.550003,197.000000,194.899994,195.619995,185.545731,11301460
2016-05-24,195.009995,197.110001,194.229996,195.399994,185.337051,10828000
2016-05-25,197.000000,199.839996,197.000000,199.199997,188.941360,12132775
2016-05-26,200.000000,205.199997,199.419998,204.210007,193.693359,16518240
2016-05-27,205.000000,208.360001,203.600006,205.100006,194.537521,18491290
2016-05-30,204.880005,206.970001,204.259995,205.389999,196.730972,14618760
2016-05-31,205.399994,209.199997,203.979996,206.600006,197.889969,57458505
2016-06-01,206.300003,206.779999,201.110001,203.580002,194.997284,12213510
2016-06-02,202.850006,210.500000,202.330002,209.809998,200.964630,14912165
2016-06-03,211.000000,211.960007,208.419998,209.880005,201.031693,15162245
2016-06-06,210.000000,213.800003,208.910004,212.940002,203.962677,16298060
2016-06-07,214.500000,217.070007,212.419998,213.240005,204.250046,32603455
2016-06-08,213.100006,213.220001,208.979996,210.759995,201.874557,14662560
2016-06-09,210.759995,211.940002,207.330002,208.009995,199.240509,13298390
2016-06-10,208.520004,213.679993,208.119995,212.660004,203.694473,17476725
2016-06-13,211.589996,214.350006,210.479996,213.029999,204.048874,13488360
2016-06-14,213.020004,214.339996,211.509995,212.919998,203.943497,7728830
2016-06-15,213.710007,214.690002,211.419998,214.179993,205.150391,9095765
2016-06-16,213.199997,213.470001,209.490005,212.110001,203.167664,11322575
2016-06-17,213.000000,215.000000,212.000000,214.169998,205.140808,10541745
2016-06-20,211.589996,215.800003,211.070007,215.050003,205.983719,7533270
2016-06-21,215.610001,216.000000,213.270004,214.279999,205.246170,7588760
2016-06-22,215.000000,216.320007,213.360001,215.770004,206.673370,10105465
2016-06-23,215.259995,223.000000,215.259995,222.160004,212.793961,19308820
2016-06-24,212.449997,217.289993,208.399994,216.100006,206.989456,26805430
2016-06-27,214.089996,217.979996,213.990005,215.149994,206.079498,14452850
2016-06-28,216.580002,216.580002,212.490005,213.979996,204.958832,12291115
2016-06-29,215.000000,216.759995,214.000000,214.539993,205.495209,11630900
2016-06-30,216.380005,222.000000,214.899994,221.419998,212.085159,16237150
2016-07-01,222.529999,226.800003,221.309998,225.940002,216.414612,12687335
2016-07-04,227.000000,228.000000,223.000000,223.520004,214.096619,10167140
2016-07-05,223.779999,226.399994,222.600006,225.279999,215.782425,7817760
2016-07-07,226.000000,226.000000,222.000000,222.419998,213.042999,8108555
2016-07-08,222.250000,224.800003,221.320007,224.050003,214.604279,5656625
2016-07-11,226.399994,229.779999,226.220001,228.699997,219.058243,9376860
2016-07-12,228.399994,231.190002,227.619995,230.729996,221.002670,8146520
2016-07-13,230.539993,230.649994,227.600006,229.339996,219.671249,8914315
2016-07-14,229.600006,234.779999,229.080002,234.289993,224.412552,9619720
2016-07-15,234.399994,237.240005,232.110001,235.839996,225.897232,9389850
2016-07-18,235.020004,236.889999,234.059998,234.899994,224.996857,5684970
2016-07-19,234.000000,234.190002,228.699997,230.669998,220.945190,10242095
2016-07-20,231.100006,233.750000,229.619995,232.559998,222.755508,7295870
2016-07-21,232.399994,234.000000,230.080002,230.929993,221.194214,5165295
2016-07-22,231.000000,233.270004,229.860001,231.339996,221.586929,9143215
2016-07-25,230.009995,237.869995,229.550003,236.550003,226.577301,10202270
2016-07-26,236.600006,242.220001,235.429993,240.029999,229.910583,12171520
2016-07-27,241.179993,242.899994,235.220001,240.089996,229.968048,40172445
2016-07-28,241.389999,245.570007,240.529999,244.699997,234.383698,17546355
2016-07-29,245.000000,247.199997,241.800003,243.389999,233.128937,12436060
2016-08-01,244.800003,247.000000,240.710007,244.279999,233.981415,8392665
2016-08-02,245.199997,248.899994,244.570007,245.679993,235.322372,9455220
2016-08-03,246.600006,248.979996,243.529999,247.110001,236.692093,14034865
2016-08-04,248.100006,249.059998,244.009995,246.309998,235.925827,9219130
2016-08-05,247.960007,252.600006,246.899994,251.690002,241.078995,10681115
2016-08-08,253.630005,254.000000,251.039993,253.050003,242.381668,6486035
2016-08-09,253.029999,253.169998,250.199997,251.970001,241.347198,8699890
2016-08-10,252.800003,254.369995,249.520004,253.479996,242.793533,12298940
2016-08-11,253.000000,253.000000,247.220001,250.500000,239.939178,17711960
2016-08-12,250.800003,258.799988,250.600006,258.140015,247.257080,17444495
2016-08-16,259.790009,262.989990,257.980011,258.989990,248.071243,14094365
2016-08-17,260.200012,261.980011,257.059998,261.670013,250.638290,8196950
2016-08-18,262.040009,264.950012,261.600006,264.130005,252.994537,9260895
2016-08-19,264.200012,267.799988,263.200012,267.190002,255.925568,8321130
2016-08-22,267.000000,269.850006,266.540009,268.660004,257.333618,10797710
2016-08-23,268.640015,270.269989,267.100006,268.250000,256.940857,10622375
2016-08-24,268.250000,268.570007,266.010010,267.570007,256.289520,9255800
2016-08-25,267.859985,269.920013,267.399994,268.709991,257.381439,18358660
2016-08-26,269.320007,269.399994,263.809998,265.299988,254.115204,11571115
2016-08-29,264.940002,268.600006,263.399994,267.730011,256.442780,14935990
2016-08-30,268.600006,274.950012,268.040009,271.040009,259.613251,16352895
2016-08-31,272.000000,276.459991,268.399994,273.220001,261.701324,115844660
2016-09-01,273.940002,275.329987,272.029999,272.970001,261.461853,10078310
2016-09-02,273.000000,278.850006,272.459991,277.670013,265.963715,10368200
2016-09-06,277.989990,289.799988,277.989990,288.160004,276.011444,15724805
2016-09-07,289.540009,289.540009,278.010010,280.309998,268.492401,25600470
2016-09-08,277.429993,278.000000,264.250000,265.649994,254.450439,35636540
2016-09-09,250.009995,263.000000,249.389999,255.250000,244.488922,78742560
2016-09-12,249.800003,249.800003,239.399994,241.020004,230.858856,43954345
2016-09-14,240.619995,251.389999,240.619995,250.699997,240.130737,31911355
2016-09-15,248.000000,248.000000,241.240005,244.360001,234.058044,24159660
2016-09-16,246.399994,247.869995,231.779999,233.960007,224.096497,51458690
2016-09-19,233.199997,238.750000,231.160004,235.470001,225.542831,36763550
2016-09-20,237.820007,242.690002,234.259995,241.410004,231.232407,23871605
2016-09-21,241.820007,245.559998,241.820007,244.050003,233.761093,18703315
2016-09-22,249.000000,251.800003,246.179993,249.309998,238.799347,23157050
2016-09-23,249.000000,249.779999,245.610001,246.630005,236.232346,10170100
2016-09-26,244.389999,248.600006,243.250000,247.070007,236.653793,12014610
2016-09-27,249.399994,250.360001,247.639999,249.380005,238.866409,14692145
2016-09-28,249.199997,254.960007,249.000000,254.240005,243.521515,15717525
2016-09-29,255.199997,260.989990,245.000000,246.160004,235.782135,43012315
2016-09-30,246.309998,251.820007,242.309998,250.940002,240.360626,20948795
2016-10-03,255.000000,256.600006,252.649994,254.050003,243.339508,10837885
2016-10-04,256.000000,258.359985,254.059998,256.809998,245.983139,11167390
2016-10-05,258.799988,259.500000,254.199997,255.830002,245.044479,8482040
2016-10-06,247.419998,259.000000,246.300003,256.010010,245.216888,29599565
2016-10-07,255.199997,256.959991,253.229996,254.759995,244.019577,8982320
2016-10-10,255.800003,258.000000,255.199997,255.899994,245.111511,6132935
2016-10-13,253.600006,256.779999,247.059998,251.139999,240.552185,12997300
2016-10-14,252.000000,253.600006,248.830002,251.990005,241.366364,9909040
2016-10-17,252.880005,253.399994,248.449997,250.110001,239.565598,6591605
2016-10-18,251.000000,259.359985,251.000000,258.209991,247.324142,12869390
2016-10-19,259.589996,261.709991,255.449997,258.309998,247.419907,14327055
2016-10-20,260.200012,264.730011,259.359985,261.760010,250.724457,28955560
2016-10-21,262.809998,264.000000,259.399994,263.480011,252.371948,13051360
2016-10-24,264.000000,265.589996,261.209991,262.160004,251.107620,6980205
2016-10-25,262.000000,262.399994,259.700012,261.690002,250.657425,6748985
2016-10-26,260.790009,262.720001,256.910004,258.049988,247.170868,9314120
2016-10-27,260.000000,260.190002,248.419998,250.720001,240.149902,24423540
2016-10-28,251.800003,255.580002,251.460007,254.460007,243.732239,6607850
2016-11-01,254.690002,254.690002,249.419998,249.889999,239.354889,8123990
2016-11-02,247.210007,247.589996,240.160004,241.929993,231.730469,14708685
2016-11-03,242.199997,253.000000,238.000000,241.759995,231.567642,9504210
2016-11-04,243.000000,243.080002,234.520004,239.220001,229.134720,10946935
2016-11-07,242.000000,246.380005,240.800003,241.470001,231.289871,8729235
2016-11-08,243.000000,247.179993,239.229996,245.289993,234.948822,9374000
2016-11-09,228.000000,245.899994,224.610001,243.830002,233.550385,22095675
2016-11-10,248.000000,262.600006,246.059998,258.049988,247.170868,23416240
2016-11-11,254.000000,257.200012,241.929993,242.979996,232.736206,23019025
2016-11-15,243.600006,243.600006,229.419998,231.490005,221.730606,23185210
2016-11-16,235.399994,239.800003,226.710007,236.399994,226.433609,18857495
2016-11-17,236.990005,241.649994,233.229996,234.630005,224.738251,12123435
2016-11-18,235.639999,237.110001,232.020004,236.149994,226.194153,14506735
2016-11-21,236.399994,238.289993,221.139999,222.500000,213.119644,17277555
2016-11-22,225.740005,228.199997,219.029999,226.330002,216.788162,18976840
2016-11-23,229.000000,229.199997,223.619995,225.050003,215.562134,12537850
2016-11-24,224.020004,226.000000,221.839996,223.970001,214.527664,10787270
2016-11-25,226.089996,234.339996,224.970001,233.539993,223.694183,13887575
2016-11-28,227.000000,235.199997,226.800003,229.919998,220.226807,15220840
2016-11-29,230.380005,232.759995,228.279999,228.910004,219.259384,13297495
2016-11-30,229.600006,236.160004,229.229996,234.770004,224.872330,16167775
2016-12-01,235.139999,236.949997,231.399994,232.199997,222.410690,10222350
2016-12-02,230.800003,232.720001,228.520004,230.029999,220.332169,12103050
2016-12-05,231.399994,237.500000,230.210007,236.710007,226.730545,8199915
2016-12-06,237.539993,241.289993,235.479996,238.630005,228.569611,11322055
2016-12-07,239.699997,244.000000,234.979996,237.649994,227.630920,19343400
2016-12-08,238.720001,243.779999,238.649994,243.110001,232.860733,8945565
2016-12-09,244.000000,245.000000,240.770004,243.949997,233.665314,10060200
2016-12-12,242.399994,243.600006,237.410004,238.529999,228.473816,7934645
2016-12-13,239.000000,241.960007,236.020004,241.330002,231.155777,10786580
2016-12-14,242.000000,242.139999,238.710007,239.220001,229.134720,8792235
2016-12-15,236.440002,240.899994,236.029999,237.039993,227.046631,14376015
2016-12-16,237.889999,239.399994,234.509995,236.419998,226.452774,14828850
2016-12-19,236.800003,237.570007,234.809998,235.960007,226.012177,7153710
2016-12-20,236.100006,236.710007,228.750000,229.419998,219.747879,10497495
2016-12-21,230.380005,231.309998,226.820007,227.669998,218.071671,12158130
2016-12-22,227.339996,227.339996,223.000000,225.229996,215.734528,8476115
2016-12-23,225.199997,227.990005,224.559998,224.940002,215.456757,8115335
2016-12-26,223.979996,224.199997,218.110001,220.300003,211.012375,10491065
2016-12-27,220.339996,226.619995,219.899994,225.600006,216.088943,8043755
2016-12-28,225.779999,227.800003,222.100006,222.610001,213.224991,9113155
2016-12-29,222.000000,230.740005,221.020004,229.660004,219.977768,14143345
2016-12-30,229.539993,232.250000,229.000000,231.289993,221.539047,8215860
2017-01-02,232.119995,232.399994,226.259995,228.929993,219.278519,7840160
2017-01-03,229.000000,234.539993,228.089996,232.580002,222.774658,8751180
2017-01-04,233.199997,234.380005,231.660004,232.630005,222.822556,6142000
2017-01-05,234.020004,243.880005,233.679993,242.039993,231.835831,18553125
2017-01-06,243.000000,250.380005,243.000000,249.350006,238.837662,18725905
2017-01-09,250.960007,253.550003,249.460007,251.240005,240.647980,12191130
2017-01-10,251.800003,254.800003,250.309998,252.919998,242.257156,7624730
2017-01-11,254.800003,264.529999,254.610001,263.570007,252.458176,20699225
2017-01-12,263.799988,268.700012,263.600006,265.100006,253.923660,15027680
2017-01-13,265.739990,266.790009,261.399994,263.609985,252.496475,8671860
2017-01-16,263.700012,267.140015,262.279999,265.750000,254.546265,8523630
2017-01-17,267.260010,267.260010,263.000000,264.760010,253.597992,6981840
2017-01-18,265.760010,270.250000,265.600006,269.190002,257.841217,10352885
2017-01-19,268.989990,271.299988,266.470001,269.500000,258.138123,25297635
2017-01-20,270.799988,275.739990,270.429993,271.739990,260.283722,22001130
2017-01-23,272.190002,277.799988,271.709991,276.589996,264.929260,15537505
2017-01-24,278.390015,282.640015,269.299988,271.779999,260.322021,30640810
2017-01-25,274.399994,282.000000,273.440002,281.359985,269.498108,23329875
2017-01-27,282.000000,284.299988,278.040009,279.750000,267.956055,13920505
2017-01-30,279.989990,280.089996,276.779999,277.799988,266.088226,7839290
2017-01-31,277.600006,280.000000,276.209991,279.200012,267.429260,11578925
2017-02-01,280.600006,283.279999,276.440002,282.619995,270.705017,17459400
2017-02-02,283.799988,283.799988,276.600006,277.399994,265.705078,9416970
2017-02-03,277.529999,280.459991,277.049988,279.559998,267.774048,8084475
2017-02-06,282.000000,282.149994,278.600006,279.690002,267.898560,6608055
2017-02-07,279.200012,281.000000,277.480011,279.359985,267.582458,7400480
2017-02-08,280.000000,284.649994,275.510010,282.049988,270.159027,9060940
2017-02-09,283.000000,283.920013,279.019989,281.640015,269.766327,8521155
2017-02-10,282.399994,283.290009,280.399994,282.570007,270.657135,7798400
2017-02-13,283.200012,291.459991,282.000000,290.570007,278.319855,18793785
2017-02-14,291.339996,294.359985,288.239990,291.429993,279.143585,15388990
2017-02-15,291.540009,292.079987,283.769989,286.190002,274.124512,11266445
2017-02-16,286.500000,289.200012,285.200012,287.390015,275.273956,8392305
2017-02-17,289.000000,291.739990,287.049988,288.179993,276.030640,8932190
2017-02-20,288.000000,288.010010,284.679993,285.850006,273.798889,6579210
2017-02-21,286.799988,290.760010,286.209991,289.950012,277.726013,6692070
2017-02-22,290.500000,291.709991,288.239990,289.390015,277.189636,5801400
2017-02-23,290.000000,291.000000,288.279999,289.350006,277.151337,6372095
2017-02-27,288.329987,289.049988,283.450012,284.380005,272.390839,6439075
2017-02-28,285.399994,291.899994,284.600006,290.540009,278.291138,8081825
2017-03-01,291.940002,293.299988,288.609985,290.929993,278.664703,5863515
2017-03-02,292.000000,292.040009,283.829987,284.940002,272.927246,7519330
2017-03-03,284.559998,288.390015,284.019989,286.750000,274.660919,6324110
2017-03-06,289.010010,292.959991,287.440002,292.299988,279.976929,6495315
2017-03-07,293.000000,293.000000,287.820007,289.640015,277.429077,7445505
2017-03-08,290.000000,296.320007,289.600006,294.890015,282.457733,13481850
2017-03-09,295.399994,295.760010,292.399994,293.049988,280.695313,5479040
2017-03-10,294.000000,296.890015,293.019989,296.269989,283.779541,8345885
2017-03-14,304.540009,307.799988,302.850006,306.350006,293.434631,16745770
2017-03-15,305.299988,307.200012,303.940002,305.809998,292.917358,8129185
2017-03-16,308.000000,309.089996,303.700012,305.589996,292.706635,10198655
2017-03-17,308.000000,308.000000,300.700012,301.579987,288.865692,17495735
2017-03-20,303.750000,304.799988,301.420013,303.149994,290.369476,6081850
2017-03-21,304.399994,304.429993,293.730011,296.950012,284.430878,12168835
2017-03-22,295.000000,295.399994,292.029999,294.170013,281.768097,10002040
2017-03-23,294.799988,304.299988,292.399994,303.720001,290.915436,20748350
2017-03-24,307.799988,308.950012,304.910004,305.809998,292.917358,16829935
2017-03-27,305.809998,308.399994,304.000000,305.589996,292.706635,7944450
2017-03-28,306.859985,307.899994,305.200012,306.970001,294.028473,8336700
2017-03-29,307.299988,311.000000,305.410004,308.989990,295.963287,7800535
2017-03-30,308.000000,311.500000,307.730011,310.429993,297.342590,9487205
2017-03-31,310.799988,311.000000,306.799988,309.350006,296.308136,8166155
2017-04-03,309.640015,311.220001,307.000000,307.769989,294.794739,4339220
2017-04-05,311.000000,314.000000,307.260010,313.500000,300.283173,9783590
2017-04-06,313.540009,315.070007,311.149994,312.950012,299.756378,16374930
2017-04-07,311.220001,315.179993,309.920013,311.309998,298.185486,7763240
2017-04-10,312.399994,321.000000,311.820007,319.920013,306.432495,11888320
2017-04-11,320.600006,324.700012,319.079987,322.950012,309.334778,13096210
2017-04-12,323.399994,327.000000,320.690002,326.290009,312.533966,9419810
2017-04-13,325.200012,327.589996,322.619995,323.279999,309.650848,5963665
2017-04-17,323.720001,325.179993,320.459991,322.119995,308.539734,5512460
2017-04-18,322.799988,325.589996,319.589996,321.179993,307.639374,5196760
2017-04-19,320.059998,323.799988,318.450012,321.089996,307.553162,16480495
2017-04-20,304.119995,314.989990,304.119995,309.029999,296.001617,39365810
2017-04-21,311.399994,312.559998,304.799988,308.829987,295.810028,15381650
2017-04-24,309.799988,314.630005,308.640015,310.859985,297.754456,9259060
2017-04-25,312.000000,313.399994,310.600006,311.390015,298.262115,6576035
2017-04-26,312.000000,317.380005,311.549988,316.410004,303.070496,9858260
2017-04-27,317.000000,330.380005,314.790009,328.480011,314.631653,21107455
2017-04-28,327.910004,328.929993,324.359985,326.049988,312.304077,6679805
2017-05-02,326.399994,330.359985,324.709991,326.779999,313.003265,8228195
2017-05-03,327.540009,328.290009,323.119995,326.589996,312.821289,4906685
2017-05-04,326.510010,328.000000,324.019989,325.369995,311.652740,5059810
2017-05-05,325.200012,326.200012,320.869995,321.750000,308.185364,4888600
2017-05-08,322.799988,326.799988,321.809998,323.089996,309.468872,4212900
2017-05-09,323.209991,323.320007,318.429993,320.500000,306.988068,4889665
2017-05-10,321.200012,322.989990,316.820007,319.679993,306.202606,9752185
2017-05-11,321.600006,321.600006,315.000000,315.459991,302.160553,8346570
2017-05-12,316.200012,318.359985,293.850006,296.619995,284.114807,51398635
2017-05-15,299.380005,301.200012,290.709991,294.410004,281.997955,30387720
2017-05-16,295.299988,300.000000,293.619995,296.679993,284.172272,13899055
2017-05-17,296.790009,296.790009,290.209991,290.929993,278.664703,17047740
2017-05-18,287.600006,288.779999,278.600006,280.230011,268.415802,24997430
2017-05-19,282.549988,291.000000,281.049988,286.019989,273.961700,29884735
2017-05-22,288.760010,290.109985,279.600006,281.160004,269.306580,12638575
2017-05-23,282.200012,283.600006,275.250000,280.630005,268.798920,14373025
2017-05-24,281.609985,288.799988,279.609985,285.010010,272.994263,14895365
2017-05-25,286.799988,294.000000,286.119995,292.850006,280.503754,19542615
2017-05-26,293.959991,300.000000,291.010010,298.720001,286.126282,12482845
2017-05-29,298.720001,298.739990,286.630005,287.660004,277.764191,10137385
2017-05-30,287.200012,292.200012,286.410004,287.670013,277.773865,8310575
2017-05-31,288.399994,289.679993,281.850006,286.269989,276.421997,11974010
2017-06-01,286.000000,290.000000,284.209991,288.920013,278.980865,10535155
2017-06-02,291.339996,297.500000,289.059998,296.350006,286.155243,13008640
2017-06-05,296.600006,305.260010,296.350006,304.709991,294.227631,16429705
2017-06-06,305.000000,306.489990,299.760010,301.230011,290.867401,8410250
2017-06-07,303.989990,304.029999,296.220001,298.750000,288.472687,9245400
2017-06-08,299.799988,300.339996,293.470001,295.239990,285.083435,9557160
2017-06-09,295.940002,299.790009,295.040009,297.760010,287.516724,10083805
2017-06-12,296.200012,300.859985,294.089996,296.720001,286.512512,8054565
2017-06-13,297.700012,302.190002,297.500000,298.769989,288.491974,7061315
2017-06-14,299.209991,299.950012,289.000000,289.799988,279.830566,17689740
2017-06-15,289.799988,290.000000,286.200012,289.230011,279.280182,13899395
2017-06-16,289.799988,291.670013,287.399994,288.700012,278.768402,14628365
2017-06-19,290.799988,291.149994,285.119995,286.190002,276.344757,14848970
2017-06-20,286.600006,291.079987,285.230011,289.410004,279.454010,9913855
2017-06-21,287.600006,289.029999,285.320007,286.540009,276.682739,9528905
2017-06-22,287.779999,294.000000,287.470001,290.399994,280.409943,15429910
2017-06-23,290.739990,291.660004,286.239990,287.079987,277.204132,6802620
2017-06-27,291.000000,291.079987,281.010010,283.100006,273.361084,10131580
2017-06-28,282.880005,291.809998,280.299988,289.940002,279.965759,13617320
2017-06-29,291.980011,294.000000,286.769989,287.700012,277.802826,13099315
2017-06-30,287.600006,293.369995,285.000000,292.700012,282.630829,10461845
2017-07-03,293.959991,299.200012,290.399994,298.549988,288.279541,10883920
2017-07-04,301.559998,302.399994,296.000000,297.010010,286.792542,10966170
2017-07-05,297.820007,301.940002,297.399994,301.190002,290.828735,9132875
2017-07-06,300.200012,303.799988,299.000000,300.809998,290.461823,7192995
2017-07-07,300.529999,303.040009,299.519989,301.149994,290.790131,6158365
2017-07-10,302.459991,304.399994,300.179993,302.579987,292.170898,1561380
2017-07-11,303.049988,306.600006,301.600006,302.959991,292.537842,9910100
2017-07-12,303.200012,304.540009,301.000000,303.089996,292.663361,8068060
2017-07-13,303.600006,317.600006,303.600006,316.399994,305.515503,20791405
2017-07-14,318.369995,318.970001,310.839996,312.920013,302.155212,10366505
2017-07-17,313.940002,314.980011,308.679993,309.489990,298.843201,5489385
2017-07-18,309.940002,315.489990,309.019989,311.559998,300.841980,7161790
2017-07-19,312.200012,315.299988,310.220001,314.029999,303.227020,10549830
2017-07-20,314.399994,315.799988,312.239990,314.320007,303.507080,8239275
2017-07-21,314.399994,316.290009,313.000000,315.529999,304.675446,5325410
2017-07-24,315.600006,323.799988,315.390015,318.649994,307.688080,12576130
2017-07-25,319.339996,324.739990,317.220001,323.570007,312.438843,12826760
2017-07-26,324.940002,344.799988,321.049988,342.390015,330.611450,42745710
